,id,target,ndvi,VH04-10,VH04-22,VH05-04,VH05-16,VH05-28,VH06-09,VH06-21,VH07-03,VH07-15,VH07-27
51,070901815840080046,0,0.3924450105742404,-19.376064139341374,-19.477591550241403,-17.668836053320387,-18.667733850082012,-17.224137780463728,-16.367467236042557,-15.028179592111849,-16.666498273283448,-17.526693291731203,-15.949789899797842
52,070901816200080041,0,0.48599542180697125,-14.378498818248234,-18.465690491732442,-10.616642229447848,-12.60413556441929,-16.19646511844919,-12.040972270456313,-14.34914326930886,-11.396822427889271,-15.864656610705467,-15.035002504017898
53,070901821010080043,0,0.3607187867164612,-19.994135090729465,-23.96938871699511,-16.053893615328633,-18.587028522346607,-22.25586270633351,-17.720059507179126,-18.03534254623246,-16.73968214488403,-18.44058626286811,-19.072351414373017
54,070901821040080023,0,0.45513033866882324,-17.661765683288053,-18.282794924594455,-14.92753325298232,-19.716303507769865,-16.330246308900882,-13.612137894212832,-14.88529729332849,-15.482869029500161,-14.976661079930487,-17.739267489169645
55,070901821300080047,0,0.3151037931442261,-21.149068595754766,-21.320085002465234,-18.00100991668317,-19.889131572174055,-24.392533751902267,-17.682364327667383,-15.498972782166001,-17.945787033899894,-17.89775811889184,-24.09275666697639
56,070901821310080028,0,0.4219473046915872,-17.743554747284776,-16.516017277525904,-15.540930133719044,-15.54033239178738,-19.29057511140554,-15.033677058915531,-15.125294788884789,-17.082325655267198,-15.272561202723477,-19.990453760040744
57,070901826590080249,0,0.44985924874033245,-20.654426317900864,-19.08230376518915,-16.071685726864818,-16.97590176399876,-19.71700962504826,-15.70881795578973,-12.835234764766085,-14.43493138916823,-14.32603258109963,-16.948497662865417
58,070901826700080268,0,0.47353235218260026,-19.952619037521224,-21.85915934338939,-17.10134589215257,-18.685708581403677,-18.029789885261952,-16.250252051430163,-16.161573543894402,-16.915054299464746,-16.76988677212393,-16.66402902888086
59,070901827030080379,0,0.44696123401323956,-15.977022769540634,-17.289460521073835,-15.900093669877455,-15.994300503996516,-16.706939512028217,-14.463314992070574,-13.238004334492834,-15.500511403820761,-14.273936007477065,-17.33347601688266
60,070901827170080481,0,0.3156336925246499,-16.214169067953716,-19.00146269164245,-13.164066911073192,-15.268967859469512,-17.59048526377047,-13.102553239973858,-14.348972081177559,-16.178765717825623,-14.738319294709612,-16.388944381197792
61,070901827310080501,0,0.3121683210134506,-17.07502924572022,-19.69342180334375,-12.117453844566546,-16.59288903472765,-17.285482640397095,-12.990081884910774,-13.286823492507684,-17.046828290154735,-16.412854625418586,-16.439404129005826
62,070901827490080526,0,0.422055022791028,-16.313480076370343,-18.953220117422667,-15.3989308859712,-20.547180042130968,-18.07909737152646,-15.810393858139527,-15.447619011662331,-16.367528205496157,-16.755535373061868,-17.876783393839077
63,070901828360080620,0,0.40863856957072303,-16.103858637957924,-17.430177906412506,-15.668243902315766,-16.609312390812946,-17.920818543854192,-14.18255038666203,-15.903106806164498,-16.43892758657253,-15.288308133014782,-17.65127397988599
64,070901828630080638,0,0.5625984370708466,-16.333127113065455,-16.699565221495217,-14.678152264651711,-15.122891089596013,-16.03070396036374,-13.23118187812181,-16.221989837662495,-14.696685848043446,-13.360041774390604,-15.023559352693589
65,070901830290080726,0,0.4088207748201158,-18.786861809295818,-19.824301916471782,-17.004942032705593,-17.9795869880434,-16.498399147626095,-15.519161229556678,-14.230814297910008,-15.335116734633525,-14.70719631116446,-16.351693875922134
66,070901831540080797,0,0.26915868574922736,-24.571489531842417,-21.860004672336363,-15.617048569703252,-17.122754351463772,-16.969332583348493,-14.259569980713053,-15.605967000045156,-15.390944657846674,-16.809454060620222,-18.72343138800281
67,070901831780080773,0,0.2983841598033905,-18.655346893294844,-19.6115198426563,-17.979346156271887,-18.427631706149736,-16.76379645160207,-14.262264890043499,-13.152205031749109,-15.864462133653479,-13.796157106786927,-16.744176984294562
68,070901831990080840,0,0.3930066568510873,-20.059981550201265,-19.675372320789997,-18.867973067624856,-19.663798770192162,-19.359364438104407,-16.381157883049916,-17.14349519856077,-19.108704538973726,-18.47935006767007,-17.105716242938033
69,070901832290080840,0,0.3713436524073283,-19.53520520285692,-22.25177733810085,-18.340473416166194,-22.13026085232448,-20.96368630897261,-14.464819262090423,-16.155590607529657,-19.13696350793639,-19.03319209311098,-20.27541402677884
70,070901832290081129,1,0.2043837176428901,-20.07115755223632,-22.743427058962133,-19.977981056282477,-23.199080132380253,-22.833255600602786,-23.253936409018948,-20.12904659191975,-20.263428805523645,-20.260570228961715,-20.805116768610272
71,070901832330080911,0,0.4940028011798859,-17.615050952785534,-20.649043498988327,-16.642533684619664,-21.186066648678054,-18.449582452898383,-14.782459397930277,-17.43398986054376,-14.69085885331806,-16.8492072022034,-17.93333769029708
72,070901832380080850,0,0.36868427991867064,-17.430131024911354,-19.29568440897569,-17.42193802430179,-20.679034264693687,-15.780525013546006,-13.442037184639858,-14.452204289490938,-16.552726666424977,-15.858603324293634,-17.041959785475534
73,070901832440080864,0,0.35116733610630035,-15.199456948656948,-15.141926399080186,-14.341734047700877,-16.970638282366203,-13.04840103920866,-12.122015061566993,-14.667291465511145,-14.088568235292689,-12.700749924413124,-15.098334102358256
74,070901832570081129,1,0.20192015916109085,-25.71473779678355,-24.117424105891402,-22.958282171215274,-22.324278320556115,-23.06496336374871,-20.672449833898924,-22.33226734982215,-20.960897682791536,-15.842117536835747,-23.037441143393373
75,070901832870080965,0,0.32758381962776184,-20.53620237261542,-19.624424256021317,-18.366425659907964,-16.244768317292827,-21.348541833581393,-15.419645818861282,-15.322655086593862,-14.869339542868161,-18.042942497769076,-20.528513358117888
76,070901832870081116,1,0.18121367196242014,-23.699467463277536,-23.410609526030882,-17.842166668158896,-23.520972975917072,-22.27332839497613,-20.72057567733103,-21.66279913871934,-19.560124997485225,-20.601676363277154,-19.472386642029303
77,070901832970081001,1,0.1827805764400042,-21.050904699199283,-21.433705543490856,-20.783227262241127,-23.185171883536523,-22.320637510304373,-18.426901152572864,-19.732796227997813,-18.98459074161008,-19.365881301049892,-17.131881753748377
78,070901834390081186,0,0.42589220830372404,-21.91665653861067,-20.373719467558946,-15.000011455444293,-19.28326615703333,-18.97768480501176,-15.318952061120063,-15.178309323569334,-16.169805643366246,-16.671327832435228,-17.173317806204114
79,070901834470081225,0,0.35389035753905773,-24.048568282502966,-22.298676015097215,-17.44925957190457,-21.281216111996372,-21.531340970807737,-16.902063963017625,-15.616276610860487,-16.09469870041472,-18.064873165940657,-17.34506014757057
80,070901834540081332,0,0.44302786886692047,-20.011196742164223,-22.302835064951736,-17.340955670311594,-19.30221046230532,-20.248170325915073,-16.256931589740464,-15.975685889318719,-18.35436789729726,-16.687827516877665,-17.311733221816244
81,070901834560081266,0,0.4319908435528095,-20.223125367121433,-23.395211175753104,-16.809937828241964,-19.693899328086726,-20.411808914564617,-17.6493701951262,-16.45963342964541,-16.947303804142273,-20.273876479546047,-19.047779606598105
82,070901834590081301,0,0.3893577655156453,-20.599035916943823,-21.504125712057565,-17.757393826284744,-21.016319325017474,-19.843544535892228,-18.32376582218579,-15.501101524173276,-18.277787947806733,-17.569750236045188,-16.99862108837667
83,070901835240081516,0,0.344142330934604,-23.146932804169342,-22.27040345107306,-16.415878191423932,-20.64007188239251,-20.679987218774773,-15.406458414937486,-16.74751870614664,-16.133664044157964,-17.44780337855773,-17.719591575635555
84,070901835630081017,0,0.4439216490302767,-21.328838370212324,-20.593565468703066,-17.125695464180524,-21.85420632346697,-20.348139192241458,-16.984496117233103,-18.10127885329142,-19.78545699679608,-18.72072354487573,-19.6073459930461
85,070901835880080992,0,0.3895315475323621,-21.894407963205975,-22.250320043707223,-18.511631865931196,-21.219840755290118,-20.593131083598184,-17.032562333935267,-17.351426088163972,-15.989772296405071,-18.02442957527605,-18.86811476257681
86,070901836110080962,0,0.4103795687357585,-22.09002320139337,-23.62349132442238,-17.35824479264042,-19.217271577544608,-20.76255661308128,-17.400771826549,-17.59515397640836,-18.153809656731546,-18.000596169238644,-21.24316503413561
87,070901836270080925,0,0.4811357589144456,-23.32676100503001,-22.24551967745628,-16.999218236771007,-19.070724488190244,-21.027897464868268,-15.865138592859257,-15.835781304499184,-15.591288295711342,-17.071886301860104,-19.38408651548704
88,070901836370080885,0,0.42172096855938435,-23.276074397263766,-23.947795519075274,-17.53796788720097,-18.83288810215576,-18.281685251959598,-14.489076613681092,-17.197717496758415,-17.18141861704238,-16.070288748852395,-18.6836324778812
89,070901838580079223,0,0.12096467671486047,-22.78483580012592,-24.07300305512323,-16.75451118859539,-20.156797145144814,-16.76449406218765,-13.865134967772828,-16.9026845555957,-18.933645074182223,-18.114707311032028,-22.709568087794803
90,070901839000079242,0,0.11957840384407477,-23.6729919392376,-22.698157616370725,-16.32663986198574,-21.193273763966978,-20.11941935310856,-15.62071761900601,-18.82216782873571,-17.81160647394132,-19.612946488879164,-22.426276456736662
91,070901840490082242,0,0.3359202847761266,-18.194891322471456,-19.749192902355254,-13.293194143139079,-16.28954788041904,-17.02728749432607,-11.721227114633127,-13.58861497422617,-15.198728512024323,-11.28380474237945,-14.736237941118171
92,070901840970082307,0,0.5296123214066029,-22.585746254644313,-23.049222923157313,-18.367958330259633,-20.39948184348082,-17.996385853268787,-15.592105129003778,-15.886651954582153,-19.840016663392582,-16.575879230899165,-18.960309888246826
93,070901842410082418,0,0.39416737688912284,-23.515895601493465,-21.574539480921644,-15.392381339781146,-18.098976192587873,-18.167349115687646,-13.34087684176796,-17.52587214236686,-18.0499490348832,-15.985861196836339,-17.092022679915406
94,070901842900082438,0,0.4111316290994485,-22.669205082600374,-21.07750808246724,-18.47285521331199,-19.529659906569822,-18.875811553762347,-17.553579716128393,-14.735689294140522,-17.917120551116856,-21.181690899852228,-18.22788718623128
95,070901844010082219,0,0.43591917554537457,-19.07757073489444,-23.019144942018446,-17.844857833043143,-20.60337645073272,-18.741988849786797,-16.536306156562876,-16.555376871713875,-17.2194389473755,-17.549640364616724,-18.675893835326463
96,070901844090077504,0,0.6425396135875157,-19.618856097866804,-21.21168152275966,-16.456716281216174,-19.314782069388357,-19.712622603661064,-15.42017676662732,-16.248314820758225,-16.39320117874849,-15.023510993319906,-17.232745179970646
97,070901844560079012,0,0.6172976791858673,-21.02622593558219,-24.005496250332577,-20.285372999116266,-22.301891974974364,-16.272268347545236,-15.949397705249588,-15.918403724830034,-16.646186421306556,-16.645561179185922,-16.251816030175615
98,070901844830076279,0,0.2036698108369654,-20.087295372526604,-22.81504386763543,-18.48522350376708,-20.136432334266367,-20.39684718499028,-17.073722556525816,-17.085730323675968,-17.677037868229572,-19.09594582302747,-19.834229262594988
99,070901844860076305,0,0.18150702704276359,-20.334172466238183,-24.14179934304652,-19.181092671316193,-21.931690277056003,-21.7794583043077,-20.905677931005567,-20.478781409544546,-17.751143598672137,-20.621007905752567,-21.618446251841767
100,070901844860079020,0,0.6076920351811818,-19.46757341843401,-22.227328764839523,-19.63464455525949,-19.27245124647226,-18.444271812706603,-14.580843598209537,-15.534732787660367,-16.931730451629075,-17.693277762875084,-17.085484294848918
101,070901844990076336,0,0.2032197003181164,-20.00008781681284,-22.656776782197184,-16.926429575321812,-16.241766166125316,-16.926757388932174,-19.070589756768648,-19.51653599359481,-19.148801460924492,-19.52990823616332,-19.740258471562115
102,070901845030082700,0,0.5667581602931022,-21.151183124992443,-20.40063722726357,-17.588013901403436,-21.396090166478242,-18.33439025843459,-15.200883670889008,-15.296066618681065,-17.666841282757392,-15.892448937388046,-17.085502431667877
103,070901845150079026,0,0.6174757981300354,-22.27288403313022,-23.895813031649084,-19.460320763919935,-21.376722362360027,-18.385432503697423,-18.339024727630385,-18.481299594849546,-16.660318629011343,-17.073645785653785,-16.99222000961405
104,070901845550077557,1,0.2560319475553654,-18.81994051082185,-21.659814067661447,-20.399747259854664,-21.569164964818448,-21.198970115619613,-19.933035645782635,-20.02268533233739,-19.821770910589734,-16.650971339649786,-16.302234625471005
105,070901845680082782,0,0.49938179055849713,-22.958082042526918,-20.768991605023164,-20.036718668553412,-18.978486137140454,-19.78385005097417,-17.40152789957696,-17.791967274813878,-19.78176031764904,-16.827613005280764,-19.6810318517048
106,070901845710079047,0,0.6005953073501586,-21.611744416357617,-23.568931463798084,-20.58291865764746,-22.80261766845595,-18.085582661265896,-17.167201401168057,-17.01777619309871,-16.14343029847116,-16.51955972167523,-18.950236001087635
107,070901845940077538,1,0.20256195149638437,-20.545470207826774,-25.115965896983973,-19.411206589071742,-21.852994715920076,-21.952215500083675,-22.438177607119265,-21.993340864153307,-19.869228151216124,-16.46624826416125,-16.399230710529256
108,070901845950077473,1,0.21997904032468796,-19.33663905026005,-22.915663685566923,-17.889212369055993,-21.177890198304954,-21.5309052993347,-17.68238178765326,-18.76455766277243,-18.697700099703017,-13.222613886620993,-12.814488783618893
109,070901845970079058,0,0.6020936332643032,-23.99357493136712,-23.926538110402785,-22.206242218514312,-21.169701881592353,-18.917617045240082,-17.295996203145158,-18.198027139743886,-19.01116821224609,-18.15722003587856,-19.248389870152014
110,070901846250077539,1,0.2040128308263692,-18.71876441936357,-24.263614915121405,-20.16951650458014,-26.31068791871126,-22.291673730743902,-21.794471745477324,-24.036561760795728,-19.148860457174326,-17.117613715343314,-19.0185616738845
111,070901846250079111,0,0.5620848089456558,-23.994907680003514,-23.463286460362056,-21.76937572800436,-22.157395359658064,-18.345420421365326,-17.21323068092909,-17.908399200955245,-17.871035155711947,-18.366139648384966,-19.206115423692278
112,070901846310076840,1,0.17542363703250885,-23.846092372796694,-23.502207510605945,-20.886028249164163,-24.53767977735617,-23.853538278368063,-21.16520196519287,-22.974507445085006,-22.114240884848286,-17.999283424359515,-17.609012804906445
113,070901846330079147,0,0.6065008828514501,-24.342862934159143,-26.504550339655044,-19.083810505217834,-20.401954204237892,-16.95648393103233,-17.389462451751562,-18.61531066837647,-16.419968004420276,-17.117981031465373,-20.449990313517866
114,070901846350077458,1,0.18913574097678065,-19.299401595147103,-23.412601590485522,-21.03112733669111,-23.518153291860088,-20.9901894788995,-18.146180199331557,-18.32291023727561,-19.271394212039624,-16.032044441158423,-16.940266708457166
115,070901846380076568,0,0.15688201215337305,-21.775206939004324,-22.41030298840922,-20.02353028692107,-21.38809348549868,-23.32747673233928,-19.42985558254151,-20.325367142519205,-20.269150299990574,-16.46058095347346,-21.454382236434093
116,070901846540077542,1,0.20381025189445132,-21.450650901086117,-23.098428241078093,-20.71093621608039,-24.126378582761376,-23.32617157425659,-20.69303636619694,-23.0368739274955,-17.905187902997888,-18.484606626729004,-17.919054568613472
117,070901846550076823,1,0.16486934056648841,-22.845030213358523,-25.722642027357104,-22.297241906872507,-25.451614349173575,-24.816012571714364,-22.912076172517775,-22.27138363742409,-22.860517061228542,-17.857170769258843,-18.769508186970842
118,070901846560076610,0,0.1807734097043673,-19.965930010459136,-19.970750132823923,-18.493236067021478,-21.097476357047807,-19.16608936967607,-16.750295845501213,-18.76465222150298,-16.131056193343895,-16.611047723338952,-18.698331376140864
119,070901846620076221,0,0.47243277728557587,-18.313218361994366,-21.028206800206565,-15.282991772589174,-17.1854469733868,-16.86160894561065,-14.394816470551252,-14.696659819069811,-18.181989185246202,-15.178374556057019,-17.94559186641519
120,070901846640077448,1,0.18957319483160973,-18.066834660919366,-24.672792876546357,-22.702249777324184,-23.64603797462953,-21.400496917975936,-21.837626150566468,-20.127528213671397,-18.557921759748265,-17.892549996177927,-16.771888997104444
121,070901846710076636,0,0.18922345216075578,-19.932702333011704,-20.903469947370958,-17.725768582596586,-19.1594305390521,-18.106715403737454,-16.565484724081042,-17.246127255572887,-15.20810217211955,-16.666134348956913,-17.82628628751882
122,070901846810076807,1,0.1509755347613935,-22.623974534482894,-25.98204260129667,-22.057400049370784,-26.932109519899367,-24.70970639844948,-22.437596252956105,-22.408300406050547,-21.318278461785294,-19.735530963695883,-16.56597671913089
123,070901846850077546,1,0.18700952180053876,-21.634197100303727,-22.03913595779485,-20.942938958824843,-24.255579002420124,-22.495303023325217,-21.84700238471716,-20.658676974650348,-20.553432843302332,-17.56460938973678,-16.482764673809967
124,070901846860076518,1,0.13148643506261018,-21.857693566564922,-23.41636375265739,-23.80423012464671,-23.599542664419058,-23.36786923616252,-21.831121851722994,-21.30870391244366,-21.47703082368115,-17.289696686220992,-17.330984038642605
125,070901846940077446,1,0.18302884671304906,-18.889416677616016,-24.051251705130284,-23.082537880010598,-25.91674086806321,-23.90679179797555,-22.867378161476264,-20.38744580450329,-20.11379323192469,-18.074759049754114,-18.675594567578344
